,G,Date,Team,Home/Away,Opp,W/L,Team Score,Oponent Score,Team FG,Team FGA,Team FG%,Team 3P,Team 3PA,Team 3P%,Team FT,Team FTA,Team FT%,Team ORB,Team TRB,Team AST,Team STL,Team BLK,Team TOV,PF,Opponent FG,Opponent FGA,Opponent FG%,Opponent 3P,Opponent 3PA,Opponent 3P%,Opponent FT,Opponent FTA,Opponent FT%,Opponent ORB,Opponent TRB,Opponent AST,Opponent STL,Opponent BLK,Opponent TOV,Opponent PF,Home Indicator,Win Indicator,Team ORtg,Team DRtg,Team Pace,Team FTr,Team 3PAr,Team TS%,Team TRB%,Team AST%,Team STL%,Team BLK%,Team eFG%,Team TOV%,Team ORB%,Team FT/FGA,Opponent eFG%,Opponent TOV%,Opponent DRB%,Opponent FT/FGA
31,30,2017-12-16,MIN,Home,PHO,L,106,108,40,95,0.42100000000000004,9,27,0.33299999999999996,17,24,0.708,10,31,21,14,8,6,19,33,72,0.45799999999999996,11,24,0.45799999999999996,31,35,0.8859999999999999,13,52,22,4,3,23,21,1,0,110.6,112.7,95.8,0.253,0.284,0.502,37.3,52.5,14.6,16.7,0.46799999999999997,5.4,20.4,0.179,0.535,20.8,61.8,0.431
32,31,2017-12-18,MIN,Home,POR,W,108,107,42,91,0.462,7,19,0.368,17,21,0.81,11,32,19,6,2,10,14,46,84,0.5479999999999999,10,24,0.41700000000000004,5,5,1.0,7,40,26,6,8,17,19,1,1,114.2,113.2,94.6,0.231,0.209,0.539,44.4,45.2,6.3,3.3,0.5,9.1,25.0,0.187,0.607,16.5,75.0,0.06
33,32,2017-12-20,MIN,Away,DEN,W,112,104,43,87,0.494,8,24,0.33299999999999996,18,19,0.9470000000000001,8,37,28,12,2,8,20,36,72,0.5,13,28,0.46399999999999997,19,24,0.792,8,42,27,6,5,21,18,0,1,119.2,110.7,94.0,0.218,0.276,0.5870000000000001,46.8,65.1,12.8,4.5,0.54,7.7,19.0,0.207,0.59,20.3,78.4,0.264
34,33,2017-12-23,MIN,Away,PHO,W,115,106,42,84,0.5,6,16,0.375,25,29,0.862,13,47,18,6,6,14,21,40,86,0.465,11,32,0.344,15,24,0.625,9,36,24,5,4,13,22,0,1,119.0,109.7,96.6,0.345,0.19,0.594,56.6,42.9,6.2,11.1,0.536,12.6,32.5,0.298,0.529,11.9,79.1,0.174
35,34,2017-12-25,MIN,Away,LAL,W,121,104,49,84,0.583,11,32,0.344,12,14,0.857,7,42,30,9,4,15,13,40,92,0.435,10,30,0.33299999999999996,14,20,0.7,13,37,21,10,1,12,16,0,1,125.3,107.7,96.5,0.16699999999999998,0.381,0.6709999999999999,53.2,61.2,9.3,6.5,0.649,14.3,22.6,0.14300000000000002,0.489,10.6,72.9,0.152
36,35,2017-12-27,MIN,Home,DEN,W,128,125,47,90,0.522,12,29,0.414,22,30,0.733,7,42,27,4,7,6,26,42,91,0.462,15,39,0.385,26,31,0.8390000000000001,11,48,26,3,2,9,24,1,1,127.7,124.7,90.8,0.33299999999999996,0.322,0.62,46.7,57.4,4.0,13.5,0.589,5.5,15.9,0.244,0.544,7.9,76.1,0.28600000000000003
37,36,2017-12-28,MIN,Away,MIL,L,96,102,34,71,0.479,9,28,0.321,19,26,0.731,6,33,20,9,3,16,14,41,75,0.547,5,15,0.33299999999999996,15,16,0.938,7,36,23,10,0,16,18,0,0,106.4,113.0,90.3,0.366,0.39399999999999996,0.5820000000000001,47.8,58.8,10.0,5.0,0.542,16.3,17.1,0.268,0.58,16.3,79.4,0.2
38,37,2017-12-31,MIN,Away,IND,W,107,90,41,86,0.47700000000000004,4,19,0.21100000000000002,21,25,0.84,13,44,20,11,8,7,20,33,85,0.38799999999999996,10,25,0.4,14,18,0.778,13,43,20,3,5,16,18,0,1,118.8,99.9,90.1,0.29100000000000004,0.221,0.552,50.6,48.8,12.2,13.3,0.5,6.7,30.2,0.244,0.447,14.7,70.5,0.165
39,38,2018-01-01,MIN,Home,LAL,W,114,96,40,81,0.494,7,20,0.35,27,30,0.9,7,41,26,14,5,17,24,34,76,0.447,8,26,0.308,20,29,0.69,9,37,18,12,4,24,25,1,1,112.1,94.4,101.7,0.37,0.247,0.605,52.6,65.0,13.8,10.0,0.537,15.3,20.0,0.33299999999999996,0.5,21.3,79.1,0.263
40,39,2018-01-03,MIN,Away,BRK,L,97,98,36,80,0.45,1,11,0.091,24,30,0.8,7,32,10,9,4,8,12,37,72,0.514,14,30,0.467,10,11,0.909,4,38,22,3,3,19,23,0,0,106.5,107.6,91.1,0.375,0.138,0.52,45.7,27.8,9.9,9.5,0.456,7.9,17.1,0.3,0.611,19.8,86.2,0.139
41,40,2018-01-05,MIN,Away,BOS,L,84,91,28,76,0.368,7,23,0.304,21,28,0.75,9,43,15,6,5,12,15,38,94,0.40399999999999997,6,36,0.16699999999999998,9,13,0.6920000000000001,17,56,24,6,4,10,22,0,0,94.0,101.8,89.4,0.368,0.303,0.47600000000000003,43.4,53.6,6.7,8.6,0.414,12.0,18.8,0.276,0.436,9.1,66.7,0.096
44,41,2018-01-06,MIN,Home,NOP,W,116,98,44,90,0.489,9,18,0.5,19,21,0.905,13,47,26,10,5,9,20,33,78,0.423,6,29,0.207,26,28,0.929,7,38,20,5,6,15,19,1,1,122.9,103.8,94.4,0.233,0.2,0.584,55.3,59.1,10.6,10.2,0.539,8.3,29.5,0.21100000000000002,0.462,14.2,82.9,0.33299999999999996
45,42,2018-01-08,MIN,Home,CLE,W,127,99,52,100,0.52,10,31,0.32299999999999995,13,17,0.765,15,56,30,6,2,5,17,37,84,0.44,13,38,0.342,12,16,0.75,8,37,26,0,4,13,15,1,1,134.1,104.5,94.7,0.17,0.31,0.591,60.2,57.7,6.3,4.3,0.57,4.4,34.1,0.13,0.518,12.5,83.7,0.14300000000000002
46,43,2018-01-10,MIN,Home,OKC,W,104,88,39,80,0.488,7,20,0.35,19,27,0.7040000000000001,11,45,22,11,5,14,22,32,80,0.4,6,25,0.24,18,24,0.75,10,41,13,9,2,18,22,1,1,109.9,93.0,94.6,0.33799999999999997,0.25,0.5660000000000001,52.3,56.4,11.6,9.1,0.531,13.2,26.2,0.23800000000000002,0.43799999999999994,16.6,77.3,0.225
47,44,2018-01-12,MIN,Home,NYK,W,118,108,49,95,0.516,10,27,0.37,10,16,0.625,16,43,33,12,4,12,12,45,83,0.542,12,24,0.5,6,9,0.667,9,36,25,6,6,16,17,1,1,125.9,115.2,93.8,0.168,0.284,0.578,54.4,67.3,12.8,6.8,0.568,10.5,37.2,0.105,0.614,15.5,75.0,0.07200000000000001
48,45,2018-01-14,MIN,Home,POR,W,120,103,43,80,0.5379999999999999,7,19,0.368,27,33,0.818,7,38,21,12,3,11,17,39,79,0.494,11,25,0.44,14,17,0.8240000000000001,8,38,19,6,3,17,27,1,1,125.8,108.0,95.4,0.413,0.23800000000000002,0.635,50.0,48.8,12.6,5.6,0.581,10.4,18.9,0.33799999999999997,0.563,16.4,79.5,0.177
49,46,2018-01-16,MIN,Away,ORL,L,102,108,43,98,0.439,7,16,0.43799999999999994,9,10,0.9,11,37,19,10,9,7,21,40,90,0.444,11,31,0.355,17,19,0.895,15,51,24,4,10,16,15,0,0,107.8,114.1,94.6,0.102,0.163,0.498,42.0,44.2,10.6,15.3,0.474,6.4,23.4,0.092,0.506,14.0,63.4,0.18899999999999997
50,47,2018-01-18,MIN,Away,HOU,L,98,116,38,81,0.469,8,24,0.33299999999999996,14,21,0.667,8,40,24,8,8,11,16,42,88,0.47700000000000004,17,39,0.436,15,17,0.882,11,45,24,11,5,9,15,0,0,107.2,126.9,91.4,0.259,0.29600000000000004,0.5429999999999999,47.1,63.2,8.8,16.3,0.519,10.9,19.0,0.17300000000000001,0.574,8.6,74.4,0.17
51,48,2018-01-20,MIN,Home,TOR,W,115,109,38,81,0.469,7,16,0.43799999999999994,32,42,0.762,15,44,21,4,3,11,20,39,83,0.47,12,33,0.364,19,21,0.905,8,35,23,7,7,13,30,1,1,123.3,116.8,93.3,0.519,0.198,0.578,55.7,55.3,4.3,6.0,0.512,10.0,35.7,0.395,0.542,12.4,78.4,0.22899999999999998
52,49,2018-01-22,MIN,Away,LAC,W,126,118,43,91,0.473,7,22,0.318,33,39,0.846,18,47,20,5,4,13,22,47,84,0.56,9,27,0.33299999999999996,15,22,0.682,8,40,31,4,1,17,27,0,1,124.5,116.6,101.2,0.429,0.242,0.5820000000000001,54.0,46.5,4.9,7.0,0.511,10.7,36.0,0.363,0.613,15.4,78.4,0.179
53,50,2018-01-24,MIN,Away,POR,L,114,123,45,84,0.536,6,16,0.375,18,22,0.818,5,33,20,7,2,6,14,45,82,0.5489999999999999,17,31,0.5479999999999999,16,21,0.762,6,37,24,4,1,10,16,0,0,122.3,132.0,93.2,0.262,0.19,0.608,47.1,44.4,7.5,3.9,0.5710000000000001,6.0,13.9,0.214,0.652,9.9,82.4,0.195
54,51,2018-01-25,MIN,Away,GSW,L,113,126,46,101,0.455,6,20,0.3,15,18,0.833,13,43,25,9,3,10,15,48,89,0.539,21,37,0.568,9,15,0.6,11,47,37,9,8,15,17,0,0,112.5,125.5,100.4,0.17800000000000002,0.198,0.519,47.8,54.3,9.0,5.8,0.485,8.4,26.5,0.149,0.657,13.6,73.2,0.10099999999999999
55,52,2018-01-27,MIN,Home,BRK,W,111,97,42,95,0.442,4,21,0.19,23,26,0.885,16,49,20,9,7,6,12,38,82,0.46299999999999997,9,30,0.3,12,15,0.8,11,42,22,4,6,15,19,1,1,121.1,105.8,91.7,0.27399999999999997,0.221,0.521,53.8,47.6,9.8,13.5,0.46299999999999997,5.3,34.0,0.242,0.518,14.5,75.0,0.146
56,53,2018-01-29,MIN,Away,ATL,L,100,105,39,83,0.47,7,19,0.368,15,18,0.833,7,35,24,15,5,13,18,39,79,0.494,13,34,0.382,14,16,0.875,8,44,27,8,8,21,18,0,0,103.9,109.1,96.2,0.217,0.22899999999999998,0.55,44.3,61.5,15.6,11.1,0.512,12.5,16.3,0.18100000000000002,0.5760000000000001,19.6,77.8,0.177
57,54,2018-01-30,MIN,Away,TOR,L,104,109,42,85,0.494,5,12,0.41700000000000004,15,24,0.625,10,40,21,4,2,8,19,39,81,0.48100000000000004,9,29,0.31,22,26,0.846,9,39,28,3,4,8,18,0,0,115.5,121.0,90.1,0.282,0.141,0.544,50.6,50.0,4.4,3.8,0.524,7.7,25.0,0.17600000000000002,0.537,8.0,76.9,0.272
58,55,2018-02-01,MIN,Home,MIL,W,108,89,42,78,0.5379999999999999,7,19,0.368,17,20,0.85,4,39,27,8,7,13,15,32,85,0.376,6,29,0.207,19,25,0.76,15,43,19,6,1,15,21,1,1,115.4,95.1,93.6,0.256,0.244,0.622,47.6,64.3,8.5,12.5,0.583,13.0,12.5,0.218,0.41200000000000003,13.5,70.0,0.22399999999999998
59,56,2018-02-03,MIN,Home,NOP,W,118,107,48,95,0.505,10,21,0.47600000000000003,12,16,0.75,12,50,21,9,3,12,13,42,101,0.41600000000000004,8,33,0.242,15,17,0.882,18,51,23,9,8,13,11,1,1,117.7,106.7,100.2,0.168,0.221,0.578,49.5,43.8,9.0,4.4,0.5579999999999999,10.5,26.7,0.126,0.455,10.7,67.9,0.149
60,57,2018-02-07,MIN,Away,CLE,L,138,140,54,93,0.581,19,33,0.5760000000000001,11,12,0.917,4,35,33,7,4,11,19,52,88,0.591,21,41,0.512,15,23,0.652,7,41,33,5,1,15,21,0,0,131.7,133.6,94.9,0.129,0.355,0.7020000000000001,46.1,61.1,6.7,8.5,0.6829999999999999,10.1,10.5,0.11800000000000001,0.71,13.3,81.6,0.17
61,58,2018-02-09,MIN,Away,CHI,L,113,114,41,87,0.47100000000000003,8,22,0.364,23,28,0.821,11,46,19,8,4,13,22,41,83,0.494,9,26,0.34600000000000003,23,30,0.767,5,39,22,5,4,11,19,0,0,113.3,114.3,99.8,0.322,0.253,0.569,54.1,46.3,8.0,7.0,0.517,11.6,24.4,0.264,0.5479999999999999,10.3,87.5,0.27699999999999997
62,59,2018-02-11,MIN,Home,SAC,W,111,106,37,74,0.5,9,24,0.375,28,32,0.875,8,37,29,10,5,16,17,42,88,0.47700000000000004,10,25,0.4,12,17,0.706,15,43,17,12,2,18,23,1,1,116.8,111.6,95.0,0.43200000000000005,0.324,0.63,46.3,78.4,10.5,7.9,0.561,15.4,22.2,0.37799999999999995,0.534,15.9,65.9,0.136
0,1,2017-10-18,NOP,Away,MEM,L,91,103,30,79,0.38,7,25,0.28,24,29,0.828,16,51,15,4,12,17,31,39,92,0.424,9,29,0.31,16,28,0.5710000000000001,15,45,19,9,8,11,29,0,0,97.6,110.4,93.3,0.36700000000000005,0.316,0.496,53.1,50.0,4.3,19.0,0.424,15.6,34.8,0.304,0.473,9.5,70.0,0.174
1,2,2017-10-20,NOP,Home,GSW,L,120,128,45,98,0.45899999999999996,16,36,0.444,14,22,0.636,16,51,26,8,4,17,19,47,92,0.511,18,41,0.439,16,20,0.8,10,49,29,6,8,18,23,1,0,111.8,119.3,107.3,0.22399999999999998,0.36700000000000005,0.557,51.0,57.8,7.5,7.8,0.541,13.6,29.1,0.14300000000000002,0.609,15.2,77.8,0.174
2,3,2017-10-22,NOP,Away,LAL,W,119,112,47,83,0.5660000000000001,10,32,0.313,15,21,0.7140000000000001,6,42,26,14,5,18,20,44,90,0.489,9,27,0.33299999999999996,15,20,0.75,9,38,27,7,6,17,24,0,1,114.4,107.7,104.0,0.253,0.386,0.645,52.5,55.3,13.5,7.9,0.627,16.3,17.1,0.18100000000000002,0.539,14.7,80.0,0.16699999999999998
3,4,2017-10-24,NOP,Away,POR,L,93,103,30,76,0.395,9,30,0.3,24,32,0.75,4,42,17,5,7,17,26,33,88,0.375,10,29,0.345,27,33,0.818,18,63,17,7,7,18,22,0,0,92.0,101.9,101.0,0.42100000000000004,0.395,0.516,40.0,56.7,4.9,11.9,0.45399999999999996,15.9,8.2,0.316,0.43200000000000005,14.9,67.9,0.307
4,5,2017-10-26,NOP,Away,SAC,W,114,106,42,86,0.488,13,32,0.406,17,23,0.7390000000000001,10,47,22,5,3,15,24,38,81,0.469,7,20,0.35,23,25,0.92,5,34,25,7,5,12,17,0,1,116.5,108.4,97.8,0.267,0.37200000000000005,0.593,58.0,52.4,5.1,4.9,0.564,13.5,25.6,0.198,0.512,11.5,88.1,0.284
5,6,2017-10-28,NOP,Home,CLE,W,123,101,49,95,0.516,13,33,0.39399999999999996,12,16,0.75,10,47,33,10,4,11,20,36,78,0.462,12,32,0.375,17,23,0.7390000000000001,5,37,19,8,2,18,19,1,1,122.7,100.7,100.3,0.168,0.34700000000000003,0.603,56.0,67.3,10.0,8.7,0.584,9.7,23.8,0.126,0.5379999999999999,17.0,88.1,0.218
6,7,2017-10-30,NOP,Home,ORL,L,99,115,39,85,0.45899999999999996,7,28,0.25,14,18,0.778,9,43,30,9,5,19,22,43,85,0.506,16,34,0.47100000000000003,13,18,0.722,6,43,27,10,1,16,19,1,0,97.5,113.3,101.5,0.212,0.32899999999999996,0.5329999999999999,50.0,76.9,8.9,9.8,0.5,17.0,19.6,0.165,0.6,14.7,85.0,0.153
7,8,2017-11-01,NOP,Home,MIN,L,98,104,36,84,0.429,8,31,0.258,18,21,0.857,9,38,27,13,4,19,24,41,83,0.494,6,22,0.273,16,24,0.667,11,47,20,13,3,21,21,1,0,96.9,102.8,101.2,0.25,0.369,0.526,44.7,75.0,12.8,6.6,0.47600000000000003,16.9,20.0,0.214,0.53,18.3,72.5,0.193
8,9,2017-11-03,NOP,Away,DAL,W,99,94,36,89,0.40399999999999997,7,29,0.24100000000000002,20,26,0.769,9,53,23,9,4,12,22,34,88,0.386,9,34,0.265,17,22,0.773,9,47,19,4,7,15,24,0,1,97.8,92.8,101.3,0.292,0.326,0.493,53.0,63.9,8.9,7.4,0.444,10.7,19.1,0.225,0.43799999999999994,13.3,83.0,0.193
9,10,2017-11-04,NOP,Away,CHI,W,96,90,35,87,0.402,9,31,0.29,17,22,0.773,5,52,23,9,4,13,9,35,99,0.354,11,42,0.262,9,12,0.75,16,58,23,10,5,17,19,0,1,93.1,87.3,93.4,0.253,0.35600000000000004,0.496,47.3,65.7,8.7,7.0,0.45399999999999996,11.9,10.6,0.195,0.409,14.0,74.6,0.091
10,11,2017-11-07,NOP,Away,IND,W,117,112,44,87,0.506,14,35,0.4,15,22,0.682,11,43,23,6,5,12,18,44,93,0.473,9,24,0.375,15,18,0.833,11,41,19,4,4,10,21,0,1,121.7,116.5,96.1,0.253,0.402,0.605,51.2,52.3,6.2,7.2,0.586,11.0,26.8,0.172,0.522,9.0,74.4,0.161
11,12,2017-11-09,NOP,Away,TOR,L,118,122,44,82,0.537,13,31,0.419,17,25,0.68,4,38,31,7,4,13,20,45,98,0.45899999999999996,16,42,0.381,16,23,0.696,10,48,27,8,4,12,24,0,0,113.8,117.6,103.7,0.305,0.37799999999999995,0.634,44.2,70.5,6.7,7.1,0.616,12.3,9.5,0.207,0.541,10.0,77.3,0.163
12,13,2017-11-11,NOP,Home,LAC,W,111,103,43,80,0.5379999999999999,6,16,0.375,19,24,0.792,8,51,26,7,4,23,19,35,86,0.40700000000000003,10,26,0.385,23,27,0.852,8,37,16,12,1,11,24,1,1,109.2,101.3,101.6,0.3,0.2,0.613,58.0,60.5,6.9,6.7,0.575,20.3,21.6,0.23800000000000002,0.465,10.1,84.3,0.267
13,14,2017-11-13,NOP,Home,ATL,W,106,105,41,75,0.547,13,33,0.39399999999999996,11,17,0.647,7,38,31,10,5,19,13,40,87,0.46,17,36,0.47200000000000003,8,9,0.889,10,36,25,14,1,16,18,1,1,113.1,112.0,93.7,0.22699999999999998,0.44,0.643,51.4,75.6,10.7,9.8,0.633,18.7,21.2,0.147,0.557,15.0,75.6,0.092
14,15,2017-11-15,NOP,Home,TOR,L,116,125,46,91,0.505,10,27,0.37,14,14,1.0,10,32,31,13,3,14,21,45,76,0.5920000000000001,16,34,0.47100000000000003,19,20,0.95,6,37,27,8,6,21,20,1,0,117.9,127.1,98.4,0.154,0.297,0.597,46.4,67.4,13.2,7.1,0.56,12.6,24.4,0.154,0.6970000000000001,19.8,78.6,0.25
15,16,2017-11-17,NOP,Away,DEN,L,114,146,48,91,0.527,12,33,0.364,6,10,0.6,8,29,32,2,0,13,19,56,89,0.629,18,35,0.514,16,21,0.762,13,48,37,5,4,14,15,0,0,115.5,148.0,98.7,0.11,0.363,0.597,37.7,66.7,2.0,0.0,0.593,12.0,18.6,0.066,0.73,12.5,61.8,0.18
16,17,2017-11-20,NOP,Home,OKC,W,114,107,41,80,0.513,7,25,0.28,25,32,0.7809999999999999,7,49,26,8,3,19,22,38,89,0.42700000000000005,11,35,0.314,20,26,0.769,9,40,22,14,2,14,25,1,1,109.7,102.9,103.9,0.4,0.313,0.606,55.1,63.4,7.7,5.6,0.556,16.8,18.4,0.313,0.489,12.2,82.4,0.225
17,18,2017-11-22,NOP,Home,SAS,W,107,90,39,81,0.48100000000000004,7,24,0.292,22,24,0.917,7,45,23,7,2,15,18,35,88,0.39799999999999996,6,24,0.25,14,15,0.9329999999999999,8,39,22,10,5,15,23,1,1,108.9,91.6,98.2,0.29600000000000004,0.29600000000000004,0.584,53.6,59.0,7.1,3.1,0.525,14.1,18.4,0.272,0.43200000000000005,13.7,82.6,0.159
18,19,2017-11-24,NOP,Away,PHO,W,115,91,45,91,0.495,9,27,0.33299999999999996,16,22,0.727,13,49,29,10,4,15,18,37,94,0.39399999999999996,2,20,0.1,15,18,0.833,15,48,12,9,6,16,18,0,1,114.9,90.9,100.1,0.242,0.297,0.5710000000000001,50.5,64.4,10.0,5.4,0.544,13.0,28.3,0.17600000000000002,0.40399999999999997,13.6,70.6,0.16
19,20,2017-11-25,NOP,Away,GSW,L,95,110,34,84,0.405,11,31,0.355,16,23,0.696,9,45,24,2,9,17,24,39,94,0.415,10,33,0.303,22,27,0.815,11,44,30,11,6,9,24,0,0,95.6,110.7,99.4,0.27399999999999997,0.369,0.505,50.6,70.6,2.0,14.8,0.47,15.3,21.4,0.19,0.46799999999999997,7.8,76.6,0.23399999999999999
22,21,2017-11-29,NOP,Home,MIN,L,102,120,39,84,0.46399999999999997,14,35,0.4,10,11,0.909,8,28,27,8,2,16,17,47,81,0.58,9,23,0.391,17,19,0.895,10,44,30,10,1,17,14,1,0,108.1,127.2,94.4,0.131,0.41700000000000004,0.574,38.9,69.2,8.5,3.4,0.5479999999999999,15.3,19.0,0.11900000000000001,0.636,16.0,66.7,0.21
23,22,2017-12-01,NOP,Away,UTA,L,108,114,42,87,0.483,15,30,0.5,9,15,0.6,6,42,28,4,7,10,20,42,85,0.494,12,30,0.4,18,25,0.72,8,46,25,7,3,7,15,0,0,113.6,120.0,95.0,0.172,0.345,0.5770000000000001,47.7,66.7,4.2,12.7,0.569,9.7,13.6,0.10300000000000001,0.565,6.8,81.8,0.212
24,23,2017-12-02,NOP,Away,POR,W,123,116,45,86,0.523,15,31,0.484,18,25,0.72,4,48,22,2,3,10,16,47,105,0.44799999999999995,11,35,0.314,11,11,1.0,9,44,20,6,3,4,17,0,1,120.4,113.5,102.2,0.29100000000000004,0.36,0.634,52.2,48.9,2.0,4.3,0.61,9.3,10.3,0.209,0.5,3.5,83.0,0.105
25,24,2017-12-04,NOP,Home,GSW,L,115,125,45,91,0.495,16,39,0.41,9,15,0.6,11,47,33,11,4,21,26,45,87,0.517,16,33,0.485,19,27,0.7040000000000001,5,40,36,14,5,16,16,1,0,107.2,116.5,107.3,0.165,0.429,0.589,54.0,73.3,10.3,7.4,0.5820000000000001,17.7,23.9,0.099,0.609,13.9,87.8,0.218
26,25,2017-12-06,NOP,Home,DEN,W,123,114,46,86,0.535,12,31,0.387,19,29,0.655,11,49,28,4,5,11,19,41,94,0.436,16,35,0.457,16,22,0.727,10,40,22,7,4,9,21,1,1,124.8,115.7,98.6,0.337,0.36,0.623,55.1,60.9,4.1,8.5,0.605,10.0,26.8,0.221,0.521,8.0,79.2,0.17
27,26,2017-12-08,NOP,Home,SAC,L,109,116,41,89,0.461,10,28,0.35700000000000004,17,19,0.895,7,35,19,7,3,17,14,47,97,0.485,13,30,0.433,9,14,0.643,11,46,21,12,4,17,21,1,0,104.0,110.7,94.9,0.213,0.315,0.56,43.2,46.3,6.7,4.5,0.517,14.9,16.7,0.191,0.552,14.1,71.8,0.09300000000000001
28,27,2017-12-10,NOP,Home,PHI,W,131,124,46,80,0.575,15,24,0.625,24,32,0.75,5,33,31,11,9,14,21,44,96,0.45799999999999996,9,29,0.31,27,30,0.9,22,47,26,5,4,17,29,1,1,130.2,123.2,100.6,0.4,0.3,0.696,41.3,67.4,10.9,13.4,0.669,13.0,16.7,0.3,0.505,13.5,56.0,0.281
29,28,2017-12-11,NOP,Away,HOU,L,123,130,49,85,0.5760000000000001,18,33,0.545,7,13,0.5379999999999999,6,41,32,6,2,18,19,48,88,0.545,17,45,0.37799999999999995,17,25,0.68,4,36,30,12,7,9,15,0,0,120.2,127.0,102.4,0.153,0.38799999999999996,0.6779999999999999,53.2,65.3,5.9,4.7,0.682,16.6,15.8,0.08199999999999999,0.642,8.3,89.7,0.193
30,29,2017-12-13,NOP,Home,MIL,W,115,108,45,80,0.563,13,25,0.52,12,15,0.8,9,41,35,5,8,21,16,44,95,0.46299999999999997,8,27,0.29600000000000004,12,19,0.632,15,38,23,14,5,9,13,1,1,120.6,113.3,95.3,0.188,0.313,0.664,51.9,77.8,5.2,11.8,0.644,19.5,28.1,0.15,0.505,8.0,68.1,0.126
31,30,2017-12-15,NOP,Away,DEN,L,111,117,43,91,0.473,15,34,0.441,10,14,0.7140000000000001,7,42,27,8,8,19,15,46,100,0.46,16,36,0.444,9,14,0.643,11,48,30,12,4,15,17,0,0,103.6,109.2,97.0,0.154,0.374,0.5710000000000001,46.7,62.8,7.5,12.5,0.555,16.4,15.9,0.11,0.54,12.4,76.1,0.09
32,31,2017-12-19,NOP,Away,WAS,L,106,116,34,80,0.425,5,20,0.25,33,40,0.825,11,42,20,7,1,16,16,46,92,0.5,14,35,0.4,10,14,0.7140000000000001,10,44,29,8,3,16,31,0,0,105.2,115.1,100.8,0.5,0.25,0.5429999999999999,48.8,58.8,6.9,1.8,0.456,14.1,24.4,0.413,0.5760000000000001,14.0,75.6,0.109
33,32,2017-12-22,NOP,Away,ORL,W,111,97,43,86,0.5,10,30,0.33299999999999996,15,24,0.625,11,48,23,10,2,15,25,36,85,0.424,4,20,0.2,21,29,0.7240000000000001,10,40,16,7,2,14,19,0,1,112.3,98.1,98.9,0.27899999999999997,0.349,0.575,54.5,53.5,10.1,3.1,0.5579999999999999,13.4,26.8,0.174,0.447,12.5,78.7,0.247
34,33,2017-12-23,NOP,Away,MIA,W,109,94,39,73,0.534,15,25,0.6,16,19,0.8420000000000001,6,37,27,5,10,14,20,36,85,0.424,10,32,0.313,12,15,0.8,13,38,18,4,3,13,19,0,1,123.8,106.8,88.0,0.26,0.342,0.67,49.3,69.2,5.7,18.9,0.637,14.7,19.4,0.21899999999999997,0.48200000000000004,12.4,70.5,0.141
35,34,2017-12-27,NOP,Home,BRK,W,128,113,48,90,0.5329999999999999,17,33,0.515,15,19,0.789,6,43,40,8,9,10,15,41,90,0.456,19,38,0.5,12,14,0.857,10,43,26,8,3,15,18,1,1,127.9,112.9,100.1,0.21100000000000002,0.36700000000000005,0.6509999999999999,50.0,83.3,8.0,17.3,0.628,9.2,15.4,0.16699999999999998,0.561,13.5,78.7,0.133
36,35,2017-12-29,NOP,Home,DAL,L,120,128,42,85,0.494,8,31,0.258,28,32,0.875,4,31,28,8,6,8,19,46,83,0.5539999999999999,22,39,0.564,14,18,0.778,5,43,27,5,4,15,23,1,0,119.7,127.7,100.2,0.376,0.365,0.606,41.9,66.7,8.0,13.6,0.541,7.5,9.5,0.32899999999999996,0.687,14.2,84.4,0.16899999999999998
37,36,2017-12-30,NOP,Home,NYK,L,103,105,38,84,0.452,6,26,0.231,21,27,0.778,4,48,24,3,5,10,19,41,94,0.436,5,19,0.263,18,21,0.857,9,51,24,6,7,6,24,1,0,103.4,105.4,99.6,0.321,0.31,0.537,48.5,63.2,3.0,6.7,0.488,9.4,8.7,0.25,0.46299999999999997,5.5,83.0,0.191
38,37,2018-01-03,NOP,Away,UTA,W,108,98,41,82,0.5,14,30,0.467,12,12,1.0,7,42,23,8,2,20,18,38,84,0.452,7,32,0.21899999999999997,15,17,0.882,6,36,23,12,1,14,21,0,1,110.1,100.0,98.0,0.146,0.366,0.619,53.8,56.1,8.2,3.8,0.585,18.6,18.9,0.146,0.494,13.3,85.4,0.179
39,38,2018-01-06,NOP,Away,MIN,L,98,116,33,78,0.423,6,29,0.207,26,28,0.929,7,38,20,5,6,15,19,44,90,0.489,9,18,0.5,19,21,0.905,13,47,26,10,5,9,20,0,0,103.8,122.9,94.4,0.359,0.37200000000000005,0.5429999999999999,44.7,60.6,5.3,8.3,0.462,14.2,17.1,0.33299999999999996,0.539,8.3,70.5,0.21100000000000002
40,39,2018-01-08,NOP,Home,DET,W,112,109,46,82,0.561,6,22,0.273,14,21,0.667,9,41,31,7,9,16,18,41,93,0.441,8,27,0.29600000000000004,19,22,0.8640000000000001,12,39,22,5,4,12,18,1,1,114.6,111.6,97.7,0.256,0.268,0.614,51.3,67.4,7.2,13.6,0.598,14.9,25.0,0.171,0.484,10.5,72.7,0.204
41,40,2018-01-10,NOP,Away,MEM,L,102,105,34,77,0.442,11,35,0.314,23,34,0.6759999999999999,9,40,20,5,7,12,26,37,88,0.42,5,19,0.263,26,32,0.813,14,50,21,7,5,9,26,0,0,109.5,112.8,93.1,0.442,0.455,0.555,44.4,58.8,5.4,10.1,0.513,11.5,20.0,0.299,0.449,8.1,68.9,0.295
